,Unnamed: 0,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes
16293,16293,232,0,0,D7,D7,D7,0
16294,16294,232,0,0,G-7,G-7,Gmaj7,0
16295,16295,232,0,0,Am7b5,C7,C7,0
16296,16296,232,0,0,D7,D7,D7,0
16297,16297,232,0,0,G-7,G-7,Ab7,0
16298,16298,232,0,0,C7,C7,C7,0
16299,16299,232,0,0,B7,F-7,F-7,0
16300,16300,232,0,0,Bbmaj7,Bb7,Bb-7,0
16301,16301,232,0,0,G-7,F-7,F-7,0
16302,16302,232,0,0,Cm7b5,C7,Dbmaj7,0
16303,16303,232,0,0,F7,F7,F7,0
16304,16304,232,0,0,F-7,Bbmaj7,F-7,0
16305,16305,232,0,0,Bbdim,Bb7,Bb7,0
16306,16306,232,0,0,B7,Eb7,Eb7,0
16307,16307,232,0,0,Bb7,Bb7,Bb-7,0
16308,16308,232,0,0,E7,Ebmaj7,Ebmaj7,0
16309,16309,232,0,0,Ebmaj7,Eb7,Ebmaj7,0
16310,16310,232,0,0,Gm7b5,F-7,Eb-7,0
16311,16311,232,0,0,C7,C7,C7,0
16312,16312,232,0,0,F-7,F-7,F-7,0
16313,16313,232,0,0,Db7,Bb7,Bb7,0
16314,16314,232,0,0,Ab-7,Ebmaj7,G-7,0
16315,16315,232,0,0,Db7,Eb7,Db7,0
16316,16316,232,0,0,Ddim,C-7,Eb7,0
16317,16317,232,0,0,Ebmaj7,G7,G-7,0
16318,16318,232,0,0,G7,F-7,C-7,0
16319,16319,232,0,0,C7,C-7,C-7,0
16320,16320,232,0,0,F7,F-7,C-7,0
16321,16321,232,0,0,Bb7,Bb7,Bb7,0
16322,16322,232,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
16323,16323,232,0,0,Ebmaj7,F-7,D7,0
16324,16324,233,0,0,D-7,G7,Eb-7,0
16325,16325,233,0,0,Eb-7,D-7,Eb-7,0
16326,16326,233,0,0,D-7,D-7,D-7,0
16327,16327,233,0,0,D-7,D-7,Eb-7,0
16328,16328,233,0,0,D-7,D-7,Eb-7,0
16329,16329,233,0,0,Eb-7,D-7,Eb-7,0
16330,16330,233,0,0,D-7,D-7,D-7,0
16331,16331,234,0,0,Eb7,Eb7,Eb7,0
16332,16332,234,0,0,Bb7,Bb7,Bb7,0
16333,16333,234,0,0,Bb7,Eb7,Eb7,0
16334,16334,234,0,0,Eb7,Eb7,Eb7,0
16335,16335,234,0,0,Eb7,Bb7,Bb7,0
16336,16336,234,0,0,Bb7,Bb7,Bb7,0
16337,16337,234,0,0,D-7,Eb7,Bb7,0
16338,16338,234,0,0,G7,G7,G7,0
16339,16339,234,0,0,C-7,C-7,C-7,0
16340,16340,234,0,0,F7,F7,F7,0
16341,16341,234,0,0,Bb7,Bb7,Bb7,0
16342,16342,234,0,0,C-7,F7,F7,0
16343,16343,234,0,0,F7,F7,F7,0
16344,16344,234,0,0,Bb7,Bb7,Bb7,0
16345,16345,234,0,0,Eb7,Eb7,Eb7,0
16346,16346,234,0,0,Bb7,Bb7,Bb7,0
16347,16347,234,0,0,Eb7,Eb7,Eb7,0
16348,16348,234,0,0,Eb7,Bb7,Bb7,0
16349,16349,234,0,0,Bb7,Bb7,Bb7,0
16350,16350,234,0,0,D-7,Eb7,D-7,0
16351,16351,234,0,0,G7,G7,G7,0
16352,16352,234,0,0,C-7,C-7,C-7,0
16353,16353,234,0,0,F7,F7,F7,0
16354,16354,234,0,0,Bb7,Bb7,Bb7,0
16355,16355,234,0,0,C-7,F7,C-7,0
16356,16356,234,0,0,F7,F7,F7,0
16357,16357,234,0,0,Bb7,Bb7,Bb7,0
16358,16358,234,0,0,Eb7,Eb7,Eb7,0
16359,16359,234,0,0,Bb7,Bb7,Bb7,0
16360,16360,234,0,0,Eb7,Eb7,Eb7,0
16361,16361,234,0,0,Bb7,Bb7,Bb7,0
16362,16362,234,0,0,D-7,Eb7,D-7,0
16363,16363,234,0,0,G7,G7,G7,0
16364,16364,234,0,0,C-7,C-7,C-7,0
16365,16365,234,0,0,F7,F7,F7,0
16366,16366,234,0,0,Bb7,Bb7,Bb7,0
16367,16367,234,0,0,C-7,F7,C-7,0
16368,16368,234,0,0,F7,F7,F7,0
16369,16369,234,0,0,Bb7,Bb7,Bb7,0
16370,16370,234,0,0,Eb7,Eb7,Eb7,0
16371,16371,234,0,0,Bb7,Bb7,Bb7,0
16372,16372,234,0,0,Eb7,Eb7,Eb7,0
16373,16373,234,0,0,Cm7b5,Bb7,Bb7,0
16374,16374,234,0,0,F7,F7,F7,0
16375,16375,234,0,0,Bb7,Bb7,Bb7,0
16376,16376,234,0,0,D-7,F7,C-7,0
16377,16377,234,0,0,G7,G7,G7,0
16378,16378,234,0,0,C-7,C-7,C-7,0
16379,16379,234,0,0,F7,F7,F7,0
16380,16380,234,0,0,Bb7,Bb7,Bb7,0
16381,16381,234,0,0,C-7,F7,C-7,0
16382,16382,234,0,0,F7,F7,F7,0
16383,16383,234,0,0,Bb7,Bb7,Bb7,0
16384,16384,234,0,0,Eb7,Eb7,Eb7,0
16385,16385,234,0,0,Bb7,Bb7,Bb7,0
16386,16386,234,0,0,Eb7,Eb7,Eb7,0
16387,16387,234,0,0,Bb7,Bb7,Bb7,0
16388,16388,234,0,0,D-7,Eb7,D-7,0
16389,16389,234,0,0,G7,G7,G7,0
16390,16390,234,0,0,C-7,C-7,C-7,0
16391,16391,234,0,0,F7,F7,F7,0
16392,16392,234,0,0,Bb7,Bb7,Bb7,0
16393,16393,234,0,0,C-7,F7,C-7,0
16394,16394,234,0,0,F7,F7,F7,0
16395,16395,234,0,0,Bb7,Bb7,Bb7,0
16396,16396,234,0,0,Eb7,Eb7,Eb7,0
16397,16397,234,0,0,Bb7,Bb7,Bb7,0
16398,16398,234,0,0,Eb7,Eb7,Eb7,0
16399,16399,234,0,0,Bb7,Bb7,Bb7,0
16400,16400,234,0,0,D-7,Eb7,C-7,0
16401,16401,234,0,0,G7,G7,G7,0
16402,16402,234,0,0,C-7,C-7,C-7,0
16403,16403,234,0,0,F7,F7,F7,0
16404,16404,234,0,0,Bb7,Bb7,Bb7,0
16405,16405,234,0,0,C-7,F7,C-7,0
16406,16406,234,0,0,F7,F7,F7,0
16407,16407,234,0,0,Bb7,Bb7,Bb7,0
16408,16408,234,0,0,Eb7,Eb7,C-7,0
16409,16409,234,0,0,Bb7,Bb7,Bb7,0
16410,16410,234,0,0,Eb7,Eb7,Eb7,0
16411,16411,234,0,0,Bb7,Bb7,Bb7,0
16412,16412,234,0,0,F-7,Eb7,C-7,0
16413,16413,234,0,0,G7,Bb7,Bb7,0
16414,16414,234,0,0,C-7,C-7,C-7,0
16415,16415,234,0,0,F7,F7,F7,0
16416,16416,234,0,0,Bb7,Bb7,Bb7,0
16417,16417,234,0,0,C-7,F7,C-7,0
16418,16418,234,0,0,F7,F7,F7,0
16419,16419,234,0,0,Bb7,Bb7,Bb7,0
16420,16420,235,0,0,C7,Bb7,D7,0
16421,16421,235,0,0,F7,F7,Ab7,0
16422,16422,235,0,0,Bb7,Bb7,Bb7,0
16423,16423,235,0,0,Eb,Eb,Eb,0
16424,16424,235,0,0,C7,C7,Ab,0
16425,16425,235,0,0,F7,F7,Eb,0
16426,16426,235,0,0,Bb7,Bb7,Bb7,0
16427,16427,235,0,0,Eb,F7,Eb,0
16428,16428,235,0,0,C7,F7,C7,0
16429,16429,235,0,0,F7,F7,F7,0
16430,16430,235,0,0,Bb7,Bb7,Bb7,0
16431,16431,235,0,0,Eb,F7,Eb,0
16432,16432,235,0,0,C7,F7,C7,0
16433,16433,235,0,0,F7,F7,F7,0
16434,16434,235,0,0,Bb7,Bb7,Bb7,0
16435,16435,235,0,0,C-,F7,Eb,0
16436,16436,235,0,0,B-,F7,F7,0
16437,16437,235,0,0,Bb,F7,Ab,0
16438,16438,235,0,0,A,G7,F7,0
16439,16439,235,0,0,D7,C7,Eb7,0
16440,16440,235,0,0,Eb,G7,Eb,0
16441,16441,235,0,0,C7,C7,C7,0
16442,16442,235,0,0,F7,F7,F7,0
16443,16443,235,0,0,Bb7,Bb7,Bb7,0
16444,16444,235,0,0,Eb,F7,Eb,0
16445,16445,235,0,0,Eb,F7,C7,0
16446,16446,236,0,0,Ab,Ab7,Ab7,0
16447,16447,236,0,0,Eb7,Eb7,Eb7,0
16448,16448,236,0,0,F-7,Ab7,C7,0
16449,16449,236,0,0,Cdim,Bb7,Bb7,0
16450,16450,236,0,0,Eb7,Ab7,F-7,0
16451,16451,236,0,0,Ab7,Ab,F-7,0
16452,16452,236,0,0,Db6,Eb7,Eb7,0
16453,16453,236,0,0,Ddim,Eb7,Bb7,0
16454,16454,236,0,0,Ab,Eb7,Eb7,0
16455,16455,236,0,0,Eb7,F7,Eb7,0
16456,16456,236,0,0,Ab,C7,Ab7,0
16457,16457,236,0,0,Ab7,Eb7,Adim,0
16458,16458,236,0,0,Db,Eb7,Eb7,0
16459,16459,236,0,0,Fdim,C7,Bb7,0
16460,16460,236,0,0,Ab,Bb7,Bb7,0
16461,16461,236,0,0,F7,Db7,F7,0
16462,16462,236,0,0,Bb7,Bb7,Bb7,0
16463,16463,236,0,0,Eb7,Eb7,Eb7,0
16464,16464,236,0,0,Ab,Ab7,Ab,0
16465,16465,236,0,0,F7,F7,Adim,0
16466,16466,236,0,0,Bb7,Bb7,Bb7,0
16467,16467,236,0,0,Eb7,Eb7,Eb7,0
16468,16468,236,0,0,Ab,Ab7,Ab,0
16469,16469,237,0,0,Bb7,D7,Eb,0
16470,16470,237,0,0,Bb7,Eb,Eb,0
16471,16471,237,0,0,Eb,Bb7,Eb,0
16472,16472,237,0,0,Eb,Bb7,Eb,0
16473,16473,237,0,0,Eb7,C7,Eb,0
16474,16474,237,0,0,Ab,D7,Am7b5,0
16475,16475,237,0,0,Ab,F7,F7,0
16476,16476,237,0,0,Adim,Bb7,F7,0
16477,16477,237,0,0,Eb,D7,Bb7,0
16478,16478,237,0,0,C7,C7,Bb7,0
16479,16479,237,0,0,F7,Eb,F7,0
16480,16480,237,0,0,Bb7,Bb7,Bb7,0
16481,16481,237,0,0,Eb,Eb,Eb,0
16482,16482,238,0,0,Eb7,Eb7,Eb7,0
16483,16483,238,0,0,Ab,Bb7,Bb7,0
16484,16484,238,0,0,Abdim,Eb7,Adim,0
16485,16485,238,0,0,Eb7,Eb7,Eb7,0
16486,16486,238,0,0,Ab,Ab,Ab7,0
16487,16487,238,0,0,Bb7,Eb7,Eb7,0
16488,16488,238,0,0,Eb7,Eb7,Eb7,0
16489,16489,238,0,0,Ab,Ab,Ab7,0
16490,16490,238,0,0,F7,F7,Adim,0
16491,16491,238,0,0,Bb-,Bb7,Bb7,0
16492,16492,238,0,0,Bb7,Eb7,Eb7,0
16493,16493,238,0,0,Eb7,Eb7,Eb7,0
16494,16494,238,0,0,Ab,Ab,Ab,0
16495,16495,239,0,0,Bb7#5,F-7,Eb,0
16496,16496,239,0,0,Eb,Eb,Eb,0
16497,16497,239,0,0,Ddim,C7,Bb7,0
16498,16498,239,0,0,Eb7,Eb,Eb,0
16499,16499,239,0,0,Ab7,C7,D7,0
16500,16500,239,0,0,F-7,Eb7,Db,0
16501,16501,239,0,0,Bb7,Bb7,Bb7,0
16502,16502,239,0,0,Bb7,Eb7,Eb,0
16503,16503,239,0,0,Eb,Eb7,Eb-7,0
16504,16504,239,0,0,C7,Bb7,D7,0
16505,16505,239,0,0,F7,F7,F-7,0
16506,16506,239,0,0,Bb7,Bb7,Bb7,0
16507,16507,240,0,0,E7,F7,G7,0
16508,16508,240,0,0,A-,A7,A-7,0
16509,16509,240,0,0,C7,D7,D7,0
16510,16510,240,0,0,F,F7,F,0
16511,16511,240,0,0,C,C7,A-,0
16512,16512,240,0,0,A7,F,A7,0
16513,16513,240,0,0,D7,D-7,D-7,0
16514,16514,240,0,0,G7,G7,G,0
16515,16515,240,0,0,C,C7,C7,0
16516,16516,240,0,0,E7,F,A7,0
16517,16517,240,0,0,A-,A7,A-7,0
16518,16518,240,0,0,C7,Ab7,D7,0
16519,16519,240,0,0,F,G7,F,0
16520,16520,240,0,0,C,C7,F,0
16521,16521,240,0,0,A7,F,A7,0
16522,16522,240,0,0,D7,D-7,D-7,0
16523,16523,240,0,0,G7,G7,G,0
16524,16524,240,0,0,C,C,C7,0
16525,16525,241,0,0,D7,D7,D7,0
16526,16526,241,0,0,G,G-7,G,0
16527,16527,241,0,0,E7,D7,C-7,0
16528,16528,241,0,0,A-7,A-7,A-7,0
16529,16529,241,0,0,D7,D7,D7,0
16530,16530,241,0,0,D-7,G,G,0
16531,16531,241,0,0,G7,G7,G7,0
16532,16532,241,0,0,C,C,C,0
16533,16533,241,0,0,F7,G-7,Ab7,0
16534,16534,241,0,0,Bb,G,E-7,0
16535,16535,241,0,0,Bb-7,A-7,A-7,0
16536,16536,241,0,0,Eb7,Eb7,Eb7,0
16537,16537,241,0,0,A-7,D7,A-7,0
16538,16538,241,0,0,D7,D7,D7,0
16539,16539,241,0,0,G,G,G,0
16540,16540,241,0,0,C,G-7,E7,0
16541,16541,241,0,0,A-7,G,A-7,0
16542,16542,241,0,0,D7,D7,D7,0
16543,16543,241,0,0,G,G,G,0
16544,16544,241,0,0,E7,C,A-7,0
16545,16545,241,0,0,A-7,A-7,A-7,0
16546,16546,241,0,0,D7,D7,C-7,0
16547,16547,241,0,0,D-7,G,G,0
16548,16548,241,0,0,G7,G7,G7,0
16549,16549,241,0,0,Cmaj7,C,C-7,0
16550,16550,241,0,0,F7,A-7,F7,0
16551,16551,241,0,0,Bb,E-7,E-7,0
16552,16552,241,0,0,Bb-7,A-7,C-7,0
16553,16553,241,0,0,Eb7,Eb7,Bb7,0
16554,16554,241,0,0,A-7,Ab7,A-7,0
16555,16555,241,0,0,D7,D7,D7,0
16556,16556,241,0,0,G,G,G,0
16557,16557,241,0,0,C,C,E7,0
16558,16558,241,0,0,D-7,C,A-7,0
16559,16559,241,0,0,G7,G7,G7,0
16560,16560,241,0,0,Cmaj7,C,C-7,0
16561,16561,241,0,0,A7,A7,A-7,0
16562,16562,241,0,0,D-7,D-7,D-7,0
16563,16563,241,0,0,G7,G7,G7,0
16564,16564,241,0,0,Cmaj7,C,C-7,0
16565,16565,241,0,0,C-7,A7,A-7,0
16566,16566,241,0,0,F7,F7,F7,0
16567,16567,241,0,0,Bb,E-7,Bbmaj7,0
16568,16568,241,0,0,A-7,A-7,A-7,0
16569,16569,241,0,0,D7,D7,D7,0
16570,16570,241,0,0,B-7,G,D-7,0
16571,16571,241,0,0,E7,E7,E7,0
16572,16572,241,0,0,A-7,A-7,A-7,0
16573,16573,241,0,0,D7,D7,D-7,0
16574,16574,241,0,0,G,G,Gmaj7,0
16575,16575,241,0,0,E7,C,C-7,0
16576,16576,241,0,0,A-,A-7,A-7,0
16577,16577,241,0,0,D7,D7,D7,0
16578,16578,241,0,0,D-7,G,G7,0
16579,16579,241,0,0,G7,G7,G7,0
16580,16580,241,0,0,C,C,C-7,0
16581,16581,241,0,0,F7,C,F7,0
16582,16582,241,0,0,Bb,E-7,Bb6,0
16583,16583,241,0,0,Bb-7,A-7,D-7,0
16584,16584,241,0,0,Eb7,Eb7,Eb7,0
16585,16585,241,0,0,A-7,Ab7,A-7,0
16586,16586,241,0,0,D7,D7,D7,0
16587,16587,241,0,0,G,G,G,0
16588,16588,241,0,0,C,C,C-7,0
16589,16589,242,0,0,Ab7,Bb7,Bb7,0
16590,16590,242,0,0,Eb7,Eb7,Eb7,0
16591,16591,242,0,0,F7,Bb7,Ab7,0
16592,16592,242,0,0,Bb7,Bb7,Bb7,0
16593,16593,242,0,0,Ab7,Eb7,Eb7,0
16594,16594,242,0,0,Eb7,Eb7,Eb7,0
16595,16595,242,0,0,Eb7,Ab7,Bb7,0
16596,16596,242,0,0,Ab7,Ab7,Bb7,0
16597,16597,242,0,0,Eb7,Eb7,Eb7,0
16598,16598,242,0,0,Bb7,Ab7,Bb7,0
16599,16599,242,0,0,Ab7,Eb7,Eb7,0
16600,16600,242,0,0,Eb7,Eb7,Eb7,0
16601,16601,242,0,0,Eb7,Ab7,Bb7,0
16602,16602,243,0,0,Eb7,Ab7,Ab7,0
16603,16603,243,0,0,Ab7,Ab7,Ab7,0
16604,16604,243,0,0,Eb7,Eb7,Eb7,0
16605,16605,243,0,0,Ab7,Ab7,Ab7,0
16606,16606,243,0,0,Eb7,Eb7,Eb7,0
16607,16607,243,0,0,C7,Ab7,Ab7,0
16608,16608,243,0,0,F-7,F-7,F-7,0
16609,16609,243,0,0,Bb7,Bb7,Bb7,0
16610,16610,243,0,0,Eb7,Eb7,Eb7,0
16611,16611,243,0,0,Bb7,Eb7,Ab7,0
16612,16612,243,0,0,Eb7,Eb7,Eb7,0
16613,16613,243,0,0,Ab7,Eb7,Ab7,0
16614,16614,243,0,0,Eb7,Eb7,Eb7,0
16615,16615,243,0,0,Ab7,Ab7,Ab7,0
16616,16616,243,0,0,Eb7,Eb7,Eb7,0
16617,16617,243,0,0,C7,Ab7,C7,0
16618,16618,243,0,0,F-7,F-7,F-7,0
16619,16619,243,0,0,Bb7,Bb7,Bb7,0
16620,16620,243,0,0,Eb7,Eb7,Eb7,0
16621,16621,243,0,0,Bb7,Eb7,Ab7,0
16622,16622,243,0,0,Eb7,Eb7,Eb7,0
16623,16623,243,0,0,Ab7,Ab7,Ab7,0
16624,16624,243,0,0,Eb7,Eb7,Eb7,0
16625,16625,243,0,0,Ab7,Ab7,Ab7,0
16626,16626,243,0,0,Eb7,Eb7,Eb7,0
16627,16627,243,0,0,C7,Ab7,C7,0
16628,16628,243,0,0,F-7,F-7,F-7,0
16629,16629,243,0,0,Bb7,Bb7,Bb7,0
16630,16630,243,0,0,Eb7,Eb7,Eb7,0
16631,16631,243,0,0,Eb7,Eb7,Eb7,0
16632,16632,243,0,0,Ab7,Ab7,Ab7,0
16633,16633,243,0,0,Eb7,Eb7,Eb7,0
16634,16634,243,0,0,Ab7,Ab7,Ab7,0
16635,16635,243,0,0,Eb7,Eb7,Eb7,0
16636,16636,243,0,0,C7,Ab7,C7,0
16637,16637,243,0,0,F-7,F-7,F-7,0
16638,16638,243,0,0,Bb7,Bb7,Bb7,0
16639,16639,243,0,0,Eb7,Eb7,Eb7,0
16640,16640,243,0,0,Bb7,Eb7,Ab7,0
16641,16641,243,0,0,Eb7,Eb7,Eb7,0
16642,16642,243,0,0,Ab7,Ab7,Ab7,0
16643,16643,243,0,0,Eb7,Eb7,Eb7,0
16644,16644,243,0,0,Ab7,Ab7,Ab7,0
16645,16645,243,0,0,Eb7,Eb7,Eb7,0
16646,16646,243,0,0,C7,Ab7,C7,0
16647,16647,243,0,0,F-7,F-7,F-7,0
16648,16648,243,0,0,Bb7,Bb7,Bb7,0
16649,16649,243,0,0,Eb7,Eb7,Eb7,0
16650,16650,243,0,0,Bb7,Eb7,Ab7,0
16651,16651,243,0,0,Eb7,Eb7,Eb7,0
16652,16652,243,0,0,Ab7,Ab7,Ab7,0
16653,16653,243,0,0,Eb7,Eb7,Eb7,0
16654,16654,243,0,0,Ab7,Ab7,Ab7,0
16655,16655,243,0,0,Eb7,Eb7,Eb7,0
16656,16656,243,0,0,C7,Ab7,C7,0
16657,16657,243,0,0,F-7,F-7,F-7,0
16658,16658,243,0,0,Bb7,Bb7,Bb7,0
16659,16659,243,0,0,Eb7,Eb7,Eb7,0
16660,16660,243,0,0,Bb7,Eb7,Ab7,0
16661,16661,244,0,0,Eb7,Ab7,Ab7,0
16662,16662,244,0,0,Ab7,Ab7,Ab7,0
16663,16663,244,0,0,Gb7,Eb7,Eb7,0
16664,16664,244,0,0,F7,Ab7,Bb7,0
16665,16665,244,0,0,Bb7,Bb7,Bb7,0
16666,16666,244,0,0,Eb7,Eb7,Eb7,0
16667,16667,244,0,0,Ab7,Eb7,Bb7,0
16668,16668,244,0,0,Adim,Eb7,Eb7,0
16669,16669,244,0,0,G-7,Eb7,Eb7,0
16670,16670,244,0,0,C7,C7,C7,0
16671,16671,244,0,0,F-7,F-7,F-7,0
16672,16672,244,0,0,Bb7,Bb7,Bb7,0
16673,16673,244,0,0,Eb7,Eb7,Eb7,0
16674,16674,244,0,0,Eb7,Bb7,Eb7,0
16675,16675,244,0,0,Ab7,Ab7,Ab7,0
16676,16676,244,0,0,Gb7,Eb7,Eb7,0
16677,16677,244,0,0,F7,Ab7,F-7,0
16678,16678,244,0,0,Bb7,Bb7,Bb7,0
16679,16679,244,0,0,Eb7,Eb7,Eb7,0
16680,16680,244,0,0,Ab7,Eb7,Bb7,0
16681,16681,244,0,0,Adim,Eb7,Eb7,0
16682,16682,244,0,0,G-7,Eb7,Eb7,0
16683,16683,244,0,0,C7,C7,C7,0
16684,16684,244,0,0,F-7,F-7,F-7,0
16685,16685,244,0,0,Bb7,Bb7,Bb7,0
16686,16686,244,0,0,Eb7,Eb7,Eb7,0
16687,16687,244,0,0,Eb7,Bb7,Eb7,0
16688,16688,244,0,0,Ab7,Ab7,Ab7,0
16689,16689,244,0,0,Gb7,Eb7,Eb7,0
16690,16690,244,0,0,F7,Ab7,F-7,0
16691,16691,244,0,0,Bb7,Bb7,Bb7,0
16692,16692,244,0,0,Eb7,Eb7,Eb7,0
16693,16693,244,0,0,Ab7,Eb7,Bb7,0
16694,16694,244,0,0,Adim,Eb7,Eb7,0
16695,16695,244,0,0,G-7,Eb7,Eb7,0
16696,16696,244,0,0,C7,C7,C7,0
16697,16697,244,0,0,F-7,F-7,F-7,0
16698,16698,244,0,0,Bb7,Bb7,Bb7,0
16699,16699,244,0,0,Eb7,Eb7,Eb7,0
16700,16700,244,0,0,Eb7,Bb7,Ab7,0
16701,16701,244,0,0,Ab7,Ab7,Ab7,0
16702,16702,244,0,0,Gb7,Eb7,Eb7,0
16703,16703,244,0,0,F7,Ab7,F-7,0
16704,16704,244,0,0,Bb7,Bb7,Bb7,0
16705,16705,244,0,0,Eb7,Eb7,Eb7,0
16706,16706,244,0,0,Ab7,Eb7,Eb7,0
16707,16707,244,0,0,Adim,Eb7,Bb-7,0
16708,16708,244,0,0,G-7,Eb7,Eb7,0
16709,16709,244,0,0,C7,C7,C7,0
16710,16710,244,0,0,F-7,F-7,F-7,0
16711,16711,244,0,0,Bb7,Bb7,Bb7,0
16712,16712,244,0,0,Eb7,Eb7,Eb7,0
16713,16713,244,0,0,Eb7,Bb7,Ab7,0
16714,16714,244,0,0,Ab7,Ab7,Ab7,0
16715,16715,244,0,0,Gb7,Eb7,Eb7,0
16716,16716,244,0,0,F7,Ab7,F-7,0
16717,16717,244,0,0,Bb7,Bb7,Bb7,0
16718,16718,244,0,0,Eb7,Eb7,Eb7,0
16719,16719,244,0,0,Ab7,Eb7,Eb7,0
16720,16720,244,0,0,Adim,Eb7,Bb-7,0
16721,16721,244,0,0,G-7,Eb7,Eb7,0
16722,16722,244,0,0,C7,C7,C7,0
16723,16723,244,0,0,F-7,F-7,F-7,0
16724,16724,244,0,0,Bb7,Bb7,Bb7,0
16725,16725,244,0,0,Eb7,Eb7,Eb7,0
16726,16726,244,0,0,Eb7,Bb7,Ab7,0
16727,16727,244,0,0,Ab7,Ab7,Ab7,0
16728,16728,244,0,0,Gb7,Eb7,Eb7,0
16729,16729,244,0,0,F7,Ab7,F-7,0
16730,16730,244,0,0,Bb7,Bb7,Bb7,0
16731,16731,244,0,0,Eb7,Eb7,Eb7,0
16732,16732,244,0,0,Ab7,Eb7,Ab6,0
16733,16733,244,0,0,Adim,Eb7,Bb-7,0
16734,16734,244,0,0,G-7,Eb7,Eb7,0
16735,16735,244,0,0,C7,C7,C7,0
16736,16736,244,0,0,F-7,F-7,F-7,0
16737,16737,244,0,0,Bb7,Bb7,Bb7,0
16738,16738,244,0,0,Eb7,Eb7,Eb7,0
16739,16739,244,0,0,Eb7,Bb7,Ab7,0
16740,16740,245,0,0,G7,G7,G7,0
16741,16741,245,0,0,D7,C7,C7,0
16742,16742,245,0,0,A7,G7,G7,0
16743,16743,245,0,0,G7,D7,D-6,0
16744,16744,245,0,0,D7,C7,G-7,0
16745,16745,245,0,0,A7#5,G7,G-7,0
16746,16746,245,0,0,D7,D7,D7,0
16747,16747,245,0,0,G7,G7,G7,0
16748,16748,245,0,0,D7,C7,C7,0
16749,16749,245,0,0,A7,G7,G7,0
16750,16750,245,0,0,G7,D7,D-6,0
16751,16751,245,0,0,D7,G-6,G-7,0
16752,16752,245,0,0,A7#5,G,G-7,0
16753,16753,245,0,0,D7,D7,D7,0
16754,16754,245,0,0,G7,G,G7,0
16755,16755,245,0,0,D7,C7,C7,0
16756,16756,245,0,0,A7,G,G-7,0
16757,16757,245,0,0,G7,D7,D-6,0
16758,16758,245,0,0,D7,G-6,G-7,0
16759,16759,245,0,0,A7#5,G,G-7,0
16760,16760,245,0,0,D7,D7,D7,0
16761,16761,246,0,0,Eb7,D7,F#-7,0
16762,16762,246,0,0,Ab-6,D7,E7,0
16763,16763,246,0,0,Eb7,Db7,A-7,0
16764,16764,246,0,0,Ab-6,D7,D-6,0
16765,16765,246,0,0,Eb7,Eb7,A-7,0
16766,16766,246,0,0,Ab-6,Ab,E7,0
16767,16767,246,0,0,Eb7,Eb7,A-7,0
16768,16768,246,0,0,Ab-6,Ab7,E7,0
16769,16769,246,0,0,Eb7,Eb7,A-7,0
16770,16770,246,0,0,Ab-6,Ab7,E7,0
16771,16771,246,0,0,Eb7,Eb7,A-7,0
16772,16772,246,0,0,Ab-6,Ab7,Bb7,0
16773,16773,246,0,0,Eb7,Eb7,A-7,0
16774,16774,246,0,0,Ab-6,Ab7,Ab7,0
16775,16775,246,0,0,Eb7,Eb7,Bb7,0
16776,16776,246,0,0,Ab-6,Ab7,Eb-7,0
16777,16777,246,0,0,G-maj7,Eb7,A-7,0
16778,16778,246,0,0,Eb7,Eb7,C7,0
16779,16779,246,0,0,Ab-6,Ab,E7,0
16780,16780,246,0,0,Eb7,Eb7,A-7,0
16781,16781,246,0,0,Ab-6,Ab7,E7,0
16782,16782,246,0,0,Eb7,Eb7,A-7,0
16783,16783,246,0,0,Ab-6,Ab7,E7,0
16784,16784,246,0,0,Eb7,Eb7,A-7,0
16785,16785,246,0,0,Ab-6,Ab7,E7,0
16786,16786,246,0,0,Db7,Eb7,A-7,0
16787,16787,246,0,0,C-7,Eb7,Bb-7,0
16788,16788,246,0,0,B7#5,F7,Bb-7,0
16789,16789,246,0,0,Eb,Bb7,Bb-7,0
16790,16790,246,0,0,Am7b5,Ab,F-7,0
16791,16791,246,0,0,D7,Eb7,D7,0
16792,16792,246,0,0,G-maj7,G-7,Gmaj7,0
16793,16793,247,0,0,F,G7,G7,0
16794,16794,247,0,0,G-,Bb7,G7,0
16795,16795,247,0,0,G-,C7,C7,0
16796,16796,247,0,0,Eb,C7,G-,0
16797,16797,247,0,0,Bb,D7,A-7,0
16798,16798,247,0,0,F,G-7,F,0
16799,16799,247,0,0,F7,Bb,Bb,0
16800,16800,247,0,0,Bb,Bb,Bb,0
16801,16801,247,0,0,F,F,G7,0
16802,16802,247,0,0,G-,Bb,Bb,0
16803,16803,247,0,0,G-,C7,C7,0
16804,16804,247,0,0,Eb,C7,C7,0
16805,16805,247,0,0,Bb,D7,Bb6,0
16806,16806,247,0,0,F,F7,F,0
16807,16807,247,0,0,F#dim,Bb,Bb,0
16808,16808,247,0,0,G-,F,G-7,0
16809,16809,247,0,0,D,C7,C7,0
16810,16810,247,0,0,F-,G-7,Bb7,0
16811,16811,247,0,0,G7,Bb7,C7,0
16812,16812,247,0,0,C-,C7,C,0
16813,16813,247,0,0,Fsus4,F7,Eb,0
16814,16814,247,0,0,Bb,Bb,F7,0
16815,16815,247,0,0,F,D7,A7,0
16816,16816,247,0,0,G-,Bb,Bb,0
